chr,start,end,testSample1,testSample2
2,17280000,17309999,-0.160211804,0.100765538
2,186270000,186299999,-0.008412055,0.100741596
2,152490000,152519999,-0.028758422,0.10068935
2,147840000,147869999,-0.12146248,0.10068787
2,117600000,117629999,-0.164579894,0.100681827
1,83790000,83819999,-0.148706626,0.100674318
2,104070000,104099999,0.004186534,0.100670308
1,214020000,214049999,0.024713179,0.100648162
2,168450000,168479999,-0.169628039,0.100577155
2,12690000,12719999,0.050635973,0.100576326
2,59910000,59939999,-0.270505047,0.100480896
2,76290000,76319999,-0.109783511,0.100425762
1,197280000,197309999,-0.000100539,0.100423856
2,21780000,21809999,-0.19550143,0.100403799
2,35460000,35489999,-0.218184799,0.100342683
2,36750000,36779999,-0.071494102,0.100340816
2,104100000,104129999,-0.216056214,0.100328237
1,218970000,218999999,-0.261217484,0.10032419
1,207690000,207719999,0.084975656,0.100318456
1,89640000,89669999,0.039644568,0.100307199
2,188970000,188999999,-0.023335434,0.10021262
2,50220000,50249999,-0.338619106,0.100202895
2,107970000,107999999,-0.139776794,0.100178031
1,195540000,195569999,-0.109428682,0.100152146
2,104250000,104279999,-0.233886304,0.100150672
2,212190000,212219999,-0.068157968,0.100122081
2,81930000,81959999,-0.105424153,0.100116352
2,183420000,183449999,0.038607626,0.100104604
2,49290000,49319999,-0.151208281,0.100098584
2,51540000,51569999,-0.102804873,0.100053941
2,35310000,35339999,-0.226320282,0.100036827
1,70590000,70619999,-0.004994067,0.100029649
1,218850000,218879999,-0.097965481,0.100021941
2,82020000,82049999,-0.314199393,0.099958933
1,207540000,207569999,-0.013808486,0.099952312
2,155370000,155399999,0.002319723,0.099879451
2,154620000,154649999,-0.004383544,0.099862338
1,163290000,163319999,-0.032327549,0.099849836
1,172140000,172169999,-0.198991653,0.099789779
2,51630000,51659999,-0.172492651,0.099764419
2,229950000,229979999,-0.059555718,0.099660356
1,169350000,169379999,0.040631077,0.099595113
2,6180000,6209999,-0.017768384,0.099586346
2,75540000,75569999,-0.011671261,0.099574602
2,214170000,214199999,-0.193260065,0.099565728
2,12900000,12929999,0.029077074,0.099543253
2,41460000,41489999,-0.17035823,0.099507865
2,84420000,84449999,-0.100742536,0.099496968
1,77910000,77939999,0.054367712,0.099476606
2,60000000,60029999,-0.075949309,0.099400568
2,49260000,49289999,-0.099574121,0.099397245
2,108780000,108809999,-0.103863148,0.099364479
2,67410000,67439999,-0.232946489,0.099362114
2,179730000,179759999,-0.056633881,0.099348974
1,73680000,73709999,-0.092056839,0.09934486
1,77370000,77399999,-0.202255932,0.099336407
2,6660000,6689999,-0.001692486,0.099333433
2,116580000,116609999,-0.016894476,0.099325745
1,237930000,237959999,-0.026558096,0.099291494
1,198090000,198119999,-0.04119875,0.099290597
2,12480000,12509999,-0.203495384,0.09921169
2,7890000,7919999,0.000965976,0.099188343
1,159390000,159419999,-0.095348166,0.099163799
1,49320000,49349999,-0.17337714,0.099147737
2,186750000,186779999,-0.167075204,0.099094009
2,5340000,5369999,-0.198595286,0.099059581
2,205860000,205889999,-0.092065378,0.099056592
1,177180000,177209999,-0.000893024,0.098887491
1,221700000,221729999,0.036528807,0.098877786
2,192150000,192179999,0.007824609,0.098828432
1,163050000,163079999,0.013323761,0.098816893
2,145380000,145409999,-0.095069629,0.098802473
1,169500000,169529999,-0.094679565,0.098794018
2,221310000,221339999,-0.130983099,0.098644289
2,181260000,181289999,-0.033398467,0.098608447
2,142140000,142169999,-0.043218942,0.098593944
1,222270000,222299999,0.022114948,0.098568171
2,5220000,5249999,-0.081124032,0.098553349
1,193200000,193229999,-0.037202038,0.09846478
1,66090000,66119999,-0.032799367,0.098422274
1,77100000,77129999,-0.123686272,0.098337978
2,22110000,22139999,-0.20967828,0.098329927
2,75600000,75629999,-0.027125521,0.098262241
1,237780000,237809999,-0.019942253,0.098255865
1,237840000,237869999,-0.081277481,0.098249647
2,165150000,165179999,-0.105931922,0.098240098
2,22290000,22319999,-0.222371786,0.09818783
2,139500000,139529999,-0.163974366,0.098132119
2,213480000,213509999,-0.060922922,0.098121303
2,123600000,123629999,0.01771694,0.0980815
2,13080000,13109999,-0.02573178,0.098066521
1,219300000,219329999,-0.220528103,0.098047484
2,58800000,58829999,-0.021236904,0.09802334
1,99540000,99569999,-0.201636281,0.097965728
1,221940000,221969999,0.083131251,0.097953022
1,100950000,100979999,0.005165971,0.097947072
2,35700000,35729999,-0.027761516,0.097944467
2,209940000,209969999,-0.099340324,0.097931699
2,186780000,186809999,-0.092851588,0.097916135
2,196740000,196769999,-0.065624473,0.097906079
2,213750000,213779999,-0.162929222,0.097892005
2,103920000,103949999,-0.087563293,0.09786221
1,177390000,177419999,-0.278452537,0.097833907
1,187770000,187799999,-0.190743897,0.097779958
1,162660000,162689999,0.027808621,0.097763562
2,192630000,192659999,-0.257926667,0.097760884
2,227100000,227129999,-0.076386546,0.097742139
2,183240000,183269999,0.070770365,0.097715214
2,189690000,189719999,-0.057004508,0.097711035
2,58500000,58529999,-0.167195313,0.097699508
1,194550000,194579999,-0.007650307,0.097682078
1,194520000,194549999,-0.026915,0.097633471
2,53340000,53369999,-0.104066309,0.097622931
1,56370000,56399999,-0.073329602,0.097569306
2,183390000,183419999,-0.011587081,0.097565977
1,178410000,178439999,-0.063560178,0.097551068
2,5250000,5279999,-0.03317025,0.097520323
1,219540000,219569999,-0.078782299,0.097475407
2,164310000,164339999,-0.094324731,0.097432187
1,221490000,221519999,-0.022631722,0.097428406
2,102420000,102449999,0.100976607,0.097400351
2,17610000,17639999,-0.02276589,0.097400271
1,99270000,99299999,-0.007507079,0.097391937
2,115290000,115319999,0.035139903,0.09732662
2,140040000,140069999,-0.156961233,0.097257977
2,89280000,89309999,0.017447139,0.097245363
1,77220000,77249999,-0.112486507,0.097241663
1,221760000,221789999,-0.094328858,0.097205178
1,68580000,68609999,0.040821133,0.097196964
1,172230000,172259999,-0.09701219,0.09715604
2,140580000,140609999,-0.070857366,0.097108504
2,78870000,78899999,-0.062933947,0.097101355
2,199350000,199379999,-0.151167622,0.097081361
2,124260000,124289999,-0.090427444,0.097080132
2,21450000,21479999,-0.050275792,0.097060349
2,89160000,89189999,-0.018722756,0.097007334
2,36450000,36479999,-0.121783022,0.096996402
1,158490000,158519999,-0.09188682,0.096912583
2,67260000,67289999,-0.051574471,0.096909258
2,125880000,125909999,-0.180172283,0.096905331
1,96210000,96239999,-0.081467515,0.096904914
2,143100000,143129999,-0.10058935,0.096896962
1,60810000,60839999,-0.101976229,0.096864317
2,79920000,79949999,-0.202947141,0.096852046
2,157920000,157949999,-0.239708357,0.096847445
2,79140000,79169999,-0.112373022,0.096832
2,175680000,175709999,-0.008969771,0.096779387
1,69090000,69119999,-0.162814662,0.096683839
2,76320000,76349999,-0.122795415,0.096682334
2,147030000,147059999,-0.107737541,0.096682001
1,96780000,96809999,-0.375856501,0.09654768
1,176430000,176459999,-0.083999316,0.096490346
2,40680000,40709999,0.038115796,0.096483566
2,177480000,177509999,0.141302725,0.096451574
2,59160000,59189999,-0.1405956,0.09641681
2,183270000,183299999,-0.116350332,0.096412307
2,103050000,103079999,0.08897668,0.096379737
2,170070000,170099999,-0.123782693,0.096367188
1,100140000,100169999,-0.051545255,0.096339328
1,185730000,185759999,-0.11817835,0.096329352
1,214110000,214139999,-0.28802015,0.096319167
1,77490000,77519999,-0.024737169,0.096275999
2,148590000,148619999,-0.00592607,0.096189627
2,157590000,157619999,-0.164270134,0.09615824
2,196140000,196169999,-0.004393274,0.096117111
1,98790000,98819999,-0.085910739,0.09611592
1,208680000,208709999,0.012710444,0.096111631
2,190110000,190139999,-0.004237742,0.096089496
1,157590000,157619999,0.036841817,0.096085973
2,103620000,103649999,-0.024460892,0.09607125
2,22590000,22619999,-0.182935363,0.096044119
1,74970000,74999999,-0.096955879,0.096027806
2,125550000,125579999,0.016352737,0.095937386
1,163080000,163109999,-0.038692601,0.095927432
1,77790000,77819999,0.018462438,0.095927381
2,17730000,17759999,-0.068460354,0.09592544
2,45750000,45779999,-0.140645306,0.095913983
2,143550000,143579999,-0.125913667,0.095857003
1,58290000,58319999,0.035112377,0.095845273
1,49410000,49439999,-0.169441757,0.095794483
1,103290000,103319999,-0.14250567,0.095782374
1,215550000,215579999,0.01762083,0.095781243
2,159480000,159509999,0.034762482,0.09578109
1,192420000,192449999,-0.025269232,0.095761194
1,76440000,76469999,0.061212308,0.095755467
1,66720000,66749999,-0.046765262,0.095702255
2,188730000,188759999,-0.011915656,0.095686389
2,179700000,179729999,0.023498618,0.095682925
2,158160000,158189999,-0.050929852,0.09568288
2,49950000,49979999,-0.156717012,0.095675318
2,167970000,167999999,-0.082043338,0.095658022
2,140160000,140189999,-0.142468226,0.095631458
1,71490000,71519999,0.033939917,0.095594955
2,57480000,57509999,-0.007270855,0.095581245
1,247920000,247949999,-0.091701757,0.095535057
2,80910000,80939999,-0.125880787,0.095509078
1,100980000,101009999,0.015062394,0.095468893
2,140430000,140459999,0.002977559,0.095446375
2,167400000,167429999,-0.167486968,0.095444196
2,158460000,158489999,-0.073921158,0.095376336
1,177030000,177059999,-0.087463865,0.0953536
2,79620000,79649999,-0.327898342,0.095353057
2,138000000,138029999,-0.193675867,0.095352829
2,141600000,141629999,-0.076722277,0.095278256
1,95940000,95969999,-0.100373355,0.095260218
1,171090000,171119999,-0.030408883,0.09524613
2,143220000,143249999,-0.051759645,0.095221339
2,227130000,227159999,-0.145005352,0.095201051
1,187440000,187469999,-0.068474593,0.095141488
2,206400000,206429999,0.03481084,0.095124478
1,83820000,83849999,-0.155208274,0.095094295
2,214230000,214259999,-0.038263915,0.095091832
2,17250000,17279999,0.011059334,0.095079608
2,78600000,78629999,0.005565021,0.095044306
1,187350000,187379999,-0.063952714,0.095017011
2,57060000,57089999,-0.328919377,0.094981008
1,197970000,197999999,-0.112137054,0.094968347
2,140310000,140339999,-0.148487769,0.094919865
2,6900000,6929999,0.145997045,0.094874897
2,116130000,116159999,-0.068269565,0.094868072
2,45690000,45719999,-0.075695061,0.094861996
2,199860000,199889999,-0.138787463,0.094847472
2,22800000,22829999,-0.037752192,0.094787492
1,168540000,168569999,-0.034672316,0.09477415
1,119130000,119159999,-0.209494439,0.09472433
2,214290000,214319999,0.000852133,0.094657773
2,182520000,182549999,-0.0129096,0.094654457
2,39930000,39959999,0.00676175,0.09462375
1,239310000,239339999,-0.019517311,0.094602249
1,63300000,63329999,0.012795135,0.094586378
1,158340000,158369999,-0.099619448,0.094531591
2,186990000,187019999,-0.217157904,0.094530118
1,112650000,112679999,-0.112718951,0.094525416
2,167760000,167789999,-0.257435939,0.094456496
2,81180000,81209999,-0.067239021,0.094407679
1,172860000,172889999,-0.17999992,0.094390025
2,36240000,36269999,-0.183133999,0.094347813
2,162570000,162599999,-0.0037506,0.094315062
2,79830000,79859999,-0.097604521,0.094278898
2,52920000,52949999,-0.170034143,0.094276749
2,209490000,209519999,-0.198631058,0.094217872
2,126420000,126449999,-0.050294536,0.094183231
2,214260000,214289999,-0.001679292,0.094170082
2,90150000,90179999,-0.121463887,0.094169314
2,103770000,103799999,-0.009248726,0.094152712
1,77550000,77579999,-0.135780863,0.094147378
1,238320000,238349999,-0.150212038,0.094145416
2,49560000,49589999,-0.077686507,0.094129335
2,155340000,155369999,-0.00141441,0.094126301
1,75510000,75539999,-0.220511638,0.094091685
1,57780000,57809999,-0.035831736,0.094030083
2,59280000,59309999,-0.185493602,0.094020258
1,111240000,111269999,0.082577033,0.09397514
1,169020000,169049999,-0.078732886,0.093973692
1,56430000,56459999,-0.113922196,0.093949115
2,16710000,16739999,-0.130412795,0.093930396
1,68970000,68999999,-0.162513945,0.093790012
2,151470000,151499999,0.032988436,0.093780852
2,168510000,168539999,-0.135397894,0.093776011
1,219780000,219809999,-0.124174399,0.093748287
2,119070000,119099999,0.008193335,0.093737461
2,154320000,154349999,-0.116910014,0.093732258
1,90930000,90959999,-0.204648642,0.093728419
2,23100000,23129999,-0.04716197,0.093696958
2,83970000,83999999,-0.085906827,0.093693942
2,79110000,79139999,-0.11412881,0.093674924
1,99780000,99809999,-0.115587402,0.093661754
2,210210000,210239999,0.007528555,0.093626304
1,77850000,77879999,0.010522471,0.093620836
2,107580000,107609999,-0.066219739,0.093619545
1,57270000,57299999,0.010147536,0.093588543
2,226530000,226559999,-0.23324073,0.093576675
2,45660000,45689999,-0.101578462,0.093560976
2,15270000,15299999,0.089064514,0.093524791
2,124470000,124499999,-0.102568557,0.093511339
2,57030000,57059999,-0.149916615,0.093475234
2,6600000,6629999,-0.025223791,0.093473887
1,218940000,218969999,-0.066888081,0.093451148
2,89100000,89129999,0.099278577,0.093393579
2,177420000,177449999,0.071486625,0.093352679
1,82740000,82769999,-0.190333938,0.093343331
2,15330000,15359999,-0.078589004,0.093284489
1,78930000,78959999,0.025954478,0.093252517
2,14850000,14879999,-0.177028527,0.093155249
1,83490000,83519999,-0.050431089,0.093108158
2,79560000,79589999,-0.086216419,0.093085384
1,169530000,169559999,-0.151332096,0.093073436
2,123450000,123479999,0.012710318,0.093052103
2,41850000,41879999,-0.170686129,0.093024351
2,4800000,4829999,-0.031722283,0.093003556
2,188850000,188879999,-0.025470367,0.092932868
2,148380000,148409999,-0.169107597,0.092896619
1,84000000,84029999,0.020560954,0.092855789
1,79020000,79049999,-0.151393674,0.092835977
2,8070000,8099999,0.079971288,0.092827146
1,71370000,71399999,-0.098194303,0.092775785
2,6780000,6809999,0.067501637,0.092753603
2,49590000,49619999,-0.126816221,0.09272906
2,4740000,4769999,-0.08002018,0.092728783
2,222120000,222149999,-0.198176498,0.092716877
2,118980000,119009999,0.104727962,0.092665534
1,48810000,48839999,-0.123133411,0.092637181
2,66690000,66719999,0.026465614,0.092604853
2,177270000,177299999,-0.026072421,0.092603654
1,102090000,102119999,-0.189812715,0.092573083
2,67230000,67259999,-0.112187154,0.092542904
2,164640000,164669999,-0.099827691,0.092529666
1,219720000,219749999,-0.065461697,0.092526946
2,116190000,116219999,-0.158624713,0.092516525
2,138750000,138779999,-0.260246617,0.092471826
1,89880000,89909999,0.047683133,0.092461418
2,199290000,199319999,-0.200350923,0.092459584
2,123480000,123509999,-0.113954978,0.092436271
2,83490000,83519999,-0.213231427,0.092392526
2,214740000,214769999,-0.149501149,0.092386286
2,80790000,80819999,-0.249951334,0.092314068
2,56520000,56549999,-0.185298696,0.092306294
1,118980000,119009999,-0.083193185,0.09230403
2,147510000,147539999,-0.104858308,0.092291279
2,198990000,199019999,-0.100730866,0.092271478
2,180270000,180299999,-0.035119225,0.092244545
2,137790000,137819999,-0.090565674,0.092241006
2,199410000,199439999,-0.122927396,0.092194388
2,17070000,17099999,0.037184219,0.092165037
2,210660000,210689999,0.023522931,0.092157737
2,126270000,126299999,-0.024958933,0.092146018
1,71760000,71789999,-0.223539665,0.092140815
2,18630000,18659999,0.035016966,0.092140256
2,60180000,60209999,0.002264967,0.092140163
2,139020000,139049999,-0.047750545,0.092124796
2,183060000,183089999,-0.095649303,0.092108271
2,238260000,238289999,0.212449833,0.092076087
2,12450000,12479999,0.09980271,0.09196677
2,186240000,186269999,0.004300146,0.091962546
2,161100000,161129999,0.116484509,0.091847917
1,199290000,199319999,0.0242253,0.09177029
1,196140000,196169999,-0.068529378,0.091765249
2,19170000,19199999,-0.019633389,0.091735208
2,166680000,166709999,-0.147274648,0.091679515
1,75660000,75689999,-0.091271634,0.091606817
1,61710000,61739999,0.077212063,0.091596563
1,71460000,71489999,-0.082102813,0.091590775
2,75510000,75539999,-0.00716688,0.09158429
2,77370000,77399999,-0.080285387,0.091576573
1,222210000,222239999,0.139064026,0.091560178
2,180870000,180899999,-0.041411145,0.091529938
2,5010000,5039999,0.016633725,0.091473162
2,156960000,156989999,-0.012339322,0.091469766
2,209250000,209279999,0.000251517,0.091451849
1,87930000,87959999,-0.036184193,0.09141598
1,193110000,193139999,0.077677891,0.091381861
2,186720000,186749999,-0.081872858,0.091380171
1,193230000,193259999,0.036879211,0.09132224
1,64380000,64409999,0.036817649,0.091293878
1,172740000,172769999,-0.180455808,0.091156354
1,58500000,58529999,0.056832312,0.091124364
1,64410000,64439999,0.067463316,0.091102963
2,18780000,18809999,-0.10932113,0.091066818
2,166800000,166829999,0.150459122,0.091001559
1,216600000,216629999,-0.069583767,0.090989397
2,4650000,4679999,-0.023235405,0.090936035
1,89910000,89939999,-0.036923651,0.090899754
2,24810000,24839999,-0.000791478,0.090879604
2,182970000,182999999,-0.096229916,0.090863357
2,22830000,22859999,-0.082920849,0.090853201
1,119010000,119039999,-0.163413356,0.090848685
1,104040000,104069999,-0.144130398,0.090846691
1,243720000,243749999,-0.042045207,0.090846197
1,107550000,107579999,-0.109139884,0.090828512
2,108840000,108869999,-0.139493584,0.090815728
1,193890000,193919999,-0.014397796,0.090792342
1,118800000,118829999,-0.032333537,0.090791225
1,163920000,163949999,-0.080758203,0.090753827
1,163980000,164009999,-0.215098174,0.090725691
1,169260000,169289999,-0.082411888,0.090717901
2,77850000,77879999,-0.139302136,0.090702531
2,5430000,5459999,-0.116649962,0.090702016
2,56790000,56819999,-0.313679508,0.090701597
2,222090000,222119999,-0.318859094,0.090567754
2,181680000,181709999,-0.011275549,0.090558432
1,86760000,86789999,-0.044593878,0.09050165
2,144840000,144869999,-0.013350033,0.090471071
2,4500000,4529999,-0.089693393,0.09046134
2,138570000,138599999,-0.072198926,0.090457784
2,115140000,115169999,-0.025833057,0.09043234
1,158820000,158849999,0.001231824,0.09041618
2,108300000,108329999,-0.034199274,0.090370145
2,19200000,19229999,0.105988587,0.090303124
2,21420000,21449999,-0.183938794,0.090265757
1,75990000,76019999,-0.107409629,0.090207436
2,108180000,108209999,-0.013824627,0.09019924
1,214170000,214199999,0.060157788,0.090184947
1,192900000,192929999,-0.075917349,0.090170937
1,107070000,107099999,-0.074502117,0.090110706
2,34560000,34589999,-0.051391367,0.090093558
2,7530000,7559999,-0.031415491,0.090070987
1,214140000,214169999,0.088238147,0.090017488
1,247890000,247919999,-0.06595848,0.090017377
2,56160000,56189999,0.028219245,0.089991644
1,60270000,60299999,0.081720993,0.089965034
2,182490000,182519999,-0.083943631,0.089963532
1,192990000,193019999,-0.008618429,0.089958378
1,157560000,157589999,-0.091561322,0.089945686
2,151890000,151919999,-0.088267662,0.089865361
2,188790000,188819999,0.038327557,0.08985146
2,214140000,214169999,0.036111269,0.089800994
2,59220000,59249999,-0.109732456,0.089756772
1,81960000,81989999,-0.050908685,0.089753214
2,79860000,79889999,-0.206500419,0.089751309
2,207990000,208019999,0.013347497,0.089749582
1,59880000,59909999,0.023705657,0.089720651
2,69240000,69269999,0.051662208,0.08968312
2,58680000,58709999,-0.052961767,0.089665304
2,142170000,142199999,-0.130993124,0.089658189
1,61050000,61079999,-0.158471135,0.089630768
2,83160000,83189999,-0.039642433,0.089599611
2,167460000,167489999,0.038299209,0.089595851
2,159000000,159029999,-0.171703334,0.089579471
1,108270000,108299999,0.045823323,0.08954759
2,150960000,150989999,0.074994452,0.089526361
1,115860000,115889999,-0.008222351,0.089490569
2,540000,569999,0.118435214,0.089459368
1,107160000,107189999,-0.009622011,0.0894454
1,56280000,56309999,-0.097351132,0.08941239
1,87660000,87689999,0.027485538,0.089390161
2,205710000,205739999,-0.136915728,0.089383132
2,19620000,19649999,-0.11130091,0.089382635
1,118500000,118529999,0.021782661,0.089354165
1,107190000,107219999,-0.127097523,0.089351725
2,51570000,51599999,-0.137729167,0.089288054
2,168360000,168389999,-0.084632492,0.089283894
1,58260000,58289999,-0.05254724,0.089143223
2,41250000,41279999,-0.085741206,0.089135911
1,56460000,56489999,-0.093437461,0.089130269
2,180630000,180659999,-0.093011041,0.089089345
2,177810000,177839999,-0.048234375,0.089060202
1,147600000,147629999,0.425544504,0.089040517
2,57540000,57569999,-0.339933243,0.089032019
2,7560000,7589999,0.057201614,0.089019846
2,104130000,104159999,-0.221270021,0.088978793
1,76980000,77009999,-0.152706612,0.088965005
2,78960000,78989999,-0.133940769,0.088949125
2,83430000,83459999,0.009289431,0.088879354
2,12660000,12689999,0.01270278,0.0888756
2,225900000,225929999,-0.001670656,0.088822066
2,82110000,82139999,-0.18762681,0.088816455
1,172800000,172829999,0.045483135,0.088804177
2,90090000,90119999,0.084570399,0.088723059
2,114930000,114959999,-0.057456478,0.088689603
2,127050000,127079999,-0.112660968,0.088657249
2,134160000,134189999,0.009483523,0.088642303
2,138390000,138419999,-0.086505676,0.088616356
1,221280000,221309999,-0.194106657,0.088609195
2,123420000,123449999,0.098987098,0.088572779
1,221820000,221849999,-0.092029207,0.088533754
1,196920000,196949999,-0.037037962,0.088529263
1,218370000,218399999,0.017059823,0.088508764
2,115530000,115559999,-0.041312897,0.088500876
2,196710000,196739999,-0.049074877,0.088498294
1,84840000,84869999,-0.012059422,0.088475259
1,166890000,166919999,0.049807077,0.088466995
2,6210000,6239999,-0.021524074,0.088443214
2,103590000,103619999,-0.053475886,0.088408285
1,232620000,232649999,0.083425372,0.088393251
2,175710000,175739999,-0.067618783,0.0883874
2,210630000,210659999,-0.045736047,0.088367698
2,108660000,108689999,-0.127639386,0.088363951
1,80850000,80879999,-0.160474794,0.088348711
2,28260000,28289999,0.069036105,0.088308522
1,66360000,66389999,-0.119998012,0.088292252
1,98970000,98999999,-0.161205085,0.08826816
1,207510000,207539999,0.003305439,0.088241875
1,163710000,163739999,-0.046053317,0.088215918
1,107010000,107039999,-0.279009866,0.088181732
2,182850000,182879999,-0.043053672,0.088170731
2,188640000,188669999,-0.107494885,0.088169023
2,162660000,162689999,-0.033518354,0.088164617
2,169980000,170009999,-0.005079111,0.088153654
1,221580000,221609999,0.043181925,0.088144579
2,119010000,119039999,0.109759169,0.088117655
1,170880000,170909999,-0.077052466,0.088009978
2,180330000,180359999,-0.068670097,0.088005848
2,116220000,116249999,-0.097481515,0.087973733
2,141960000,141989999,0.003195956,0.087947034
2,182880000,182909999,-0.005747724,0.087935184
1,218160000,218189999,-0.034290139,0.087921914
1,166500000,166529999,-0.066416952,0.087867014
2,162930000,162959999,-0.075759568,0.087769027
2,35340000,35369999,-0.002463985,0.087752003
2,158130000,158159999,0.073655463,0.087714543
2,123960000,123989999,-0.00258726,0.087679749
1,71640000,71669999,0.000360083,0.087598805
1,91020000,91049999,-0.056329977,0.087595719
2,108720000,108749999,0.001188082,0.087591367
2,215340000,215369999,-0.085217257,0.087559421
2,97890000,97919999,0.035810039,0.087552643
1,78870000,78899999,-0.076546892,0.087546332
1,183900000,183929999,0.029807834,0.087535179
2,166620000,166649999,0.013606271,0.087504733
2,215310000,215339999,-0.006247038,0.087479485
2,168210000,168239999,0.009335073,0.08743576
2,165750000,165779999,-0.129901716,0.087432491
1,99570000,99599999,-0.116836087,0.087393705
1,159000000,159029999,0.014108029,0.087246209
1,163440000,163469999,-0.005703928,0.087233311
2,222540000,222569999,-0.137583059,0.087217754
1,68880000,68909999,-0.036247396,0.087198453
2,108360000,108389999,-0.036191358,0.087155502
1,111210000,111239999,-0.066169496,0.087088943
1,97470000,97499999,-0.064271044,0.087081617
2,89130000,89159999,-0.016758827,0.087071351
2,221850000,221879999,-0.110039306,0.087048812
2,180030000,180059999,-0.030726982,0.086997667
2,16890000,16919999,0.020095164,0.086950734
1,170730000,170759999,-0.206104656,0.086914806
1,101460000,101489999,0.059035034,0.086907961
1,192840000,192869999,-0.019301889,0.086873125
2,80640000,80669999,-0.130527816,0.08683638
1,207450000,207479999,-0.074125783,0.08682591
1,99630000,99659999,0.014765186,0.086806016
2,192540000,192569999,0.056380642,0.086793738
2,221520000,221549999,0.024971095,0.08676533
2,229050000,229079999,-0.046111536,0.086729915
1,172200000,172229999,-0.130009163,0.086612672
2,60210000,60239999,-0.087190559,0.086601109
2,144630000,144659999,-0.00768683,0.086560717
2,90210000,90239999,-0.053441698,0.086541592
2,7500000,7529999,0.080783342,0.086498262
1,100110000,100139999,-0.001036224,0.08648858
2,207960000,207989999,0.068819884,0.086459114
2,151710000,151739999,-0.05210427,0.086388527
1,108330000,108359999,-0.017016747,0.086383862
2,17130000,17159999,-0.156052395,0.086292649
1,108060000,108089999,0.081936568,0.086254
2,209430000,209459999,0.02478311,0.08624987
2,222600000,222629999,-0.078547262,0.086163894
1,172290000,172319999,-0.102015709,0.08614215
1,215100000,215129999,-0.108433249,0.086118776
2,53310000,53339999,-0.061321226,0.086108294
1,86730000,86759999,-0.003463471,0.086050433
2,67320000,67349999,-0.274465078,0.086039792
2,162030000,162059999,-0.090706621,0.086004838
2,105690000,105719999,0.018590227,0.08596641
1,101190000,101219999,-0.142822787,0.085965124
2,102870000,102899999,0.095468428,0.08594261
2,75570000,75599999,-0.341176953,0.085874272
2,104970000,104999999,-0.003623986,0.085864099
2,175020000,175049999,0.026634141,0.085828717
2,227730000,227759999,-0.030341754,0.085821288
2,166950000,166979999,0.05896345,0.085810633
2,153810000,153839999,-0.07644817,0.085802548
2,126570000,126599999,-0.212093093,0.085800201
2,123390000,123419999,0.03532761,0.085780786
2,34980000,35009999,-0.006681147,0.085774831
2,154680000,154709999,-0.062074368,0.085764673
2,40710000,40739999,-0.260465797,0.085750607
1,102510000,102539999,-0.025856344,0.085705516
2,180840000,180869999,0.013697489,0.08570537
2,197160000,197189999,0.056004539,0.085617972
2,118080000,118109999,-0.1051124,0.085612002
1,118050000,118079999,-0.197415384,0.085607656
1,163590000,163619999,-0.028797133,0.085523343
2,56730000,56759999,-0.271374282,0.085483586
2,178530000,178559999,-0.015987739,0.085480632
1,82050000,82079999,-0.033706216,0.085479684
1,105720000,105749999,0.025181255,0.085462265
2,229170000,229199999,-0.011124325,0.08538928
1,219270000,219299999,-0.116447391,0.085385417
2,18870000,18899999,-0.142032352,0.085381485
2,230070000,230099999,-0.04770033,0.0853557
1,187320000,187349999,-0.060310415,0.08534341
1,172170000,172199999,-0.077945154,0.085319521
2,138720000,138749999,0.05066969,0.085318
1,118530000,118559999,-0.071010147,0.085238853
2,76020000,76049999,0.056058226,0.085209145
1,100080000,100109999,-0.113789053,0.085183849
2,117930000,117959999,-0.056876713,0.085173341
1,120480000,120509999,-0.015202268,0.085153688
2,214770000,214799999,-0.008057054,0.085124598
1,172830000,172859999,-0.155605816,0.085124133
2,103200000,103229999,0.000194638,0.085117948
2,52830000,52859999,-0.042039201,0.085095576
2,63030000,63059999,0.022965889,0.085091875
1,48690000,48719999,0.153171346,0.085069094
2,79530000,79559999,-0.197559704,0.084977571
2,76530000,76559999,-0.087335319,0.084976061
2,37770000,37799999,-0.036265627,0.08492371
1,163020000,163049999,-0.16037249,0.084874404
1,248130000,248159999,-0.116922427,0.084827882
1,163110000,163139999,-0.022540286,0.084822846
1,86700000,86729999,-0.08744241,0.084809995
1,177450000,177479999,-0.207686658,0.084787611
1,96630000,96659999,-0.08630737,0.084775773
2,80490000,80519999,-0.216690996,0.084769309
2,49350000,49379999,-0.20408495,0.084763309
1,170010000,170039999,0.008524048,0.08473731
2,157620000,157649999,-0.114573134,0.084710515
1,217470000,217499999,-0.097401193,0.084676147
2,116070000,116099999,-0.202067603,0.084643221
1,161850000,161879999,-0.038361587,0.084604789
2,77400000,77429999,-0.087343986,0.084583945
2,5520000,5549999,0.02711853,0.08457677
1,169170000,169199999,-0.136284116,0.084548307
2,75420000,75449999,0.017974125,0.08448454
2,151500000,151529999,-0.072507803,0.084462202
2,124950000,124979999,-0.049257964,0.084423882
2,102480000,102509999,0.098282751,0.084363804
1,176700000,176729999,-0.210420929,0.084336325
2,82050000,82079999,-0.071005652,0.084302977
1,222240000,222269999,-0.027916321,0.084275428
1,221970000,221999999,-0.127338801,0.084235524
1,117000000,117029999,0.162432066,0.084194799
1,76950000,76979999,-0.072691857,0.084172517
2,221400000,221429999,0.022310675,0.084117425
